masiinat07512	neutral	käyttöjärjestelmä	Vielähän Millennium Editionissa oli 	DOS	 . Tiedä sitten paremmuudesta , viimeisin ainakin oli .
musiikki00352	neutral,neutral	tuttuus		Pet Shop Boys	 taitaa olla kaikille tuttu , samoin tämä biisi , mutta ei välttämättä juuri tämä intrumentaaliversio .
musiikki01828	neutral,mixed	kuntoisuus,kysymys	Haluan kirkkaan soundin , joka tulee sijaitsemaan suht kaukana virtuaalisessa tilassa . Kitara on tällainen 	yamahan	 perus , vähän päälle satasen halpisnylonkielinen . Onko mitään suositusta minkä tyyppistä mikin sijoitusta kannattaa kokeilla ensimmäiseksi ?
musiikki02072	neutral,unclear,neutral,neutral,neutral	kotimaa		Inquisitionin	 molemmat jäsenet ovat amerikkalaisia , joten bändin on amerikkalainen .
musiikki02995	positive,positive	artisti,artistivalikoima,tarjonta		Ruissi	 kiinnostaa koska Offspring , jonka lisäksi siellä on melko makoisa kattaus muitakin artisteja joita voi katsella odottaessa . Sit myös Pori Jazz koska Bob Dylan .
musiikki04051	neutral,neutral,neutral,neutral	kysymys,kysymys,saatavuus,saatavuus,virallisuus,yhteensopivuus	ihan pari googlailua tein äsken , onko toi siis 	Korgin	 ihan virallinen ja Macille saatavilla ?
musiikki04349	positive,positive,positive	nautinto	juuh voi sitä tunnetta kun päräyttää Anathemat ja 	Katatonia	 tykitykset tulille samalla kun siemailen säkenöivää punaviiniä lempi fedora päässä :)
musiikki05269	positive,positive,positive	laatu,nautinto	Joell ortiz edelleenkin paras jenkkiräppäri heti 	Army of the pharaohssin	 jälkeen . Tässä vuoden 2014 paras jenkkiräp-biisi .
ohjelmistot00304	neutral,neutral,positive	esto,pelaaminen,yritystoiminta	En ymmärrä koko Sony-analogiaa . Eihän 	Sony	 tietääkseni ole lisännyt peleihinsä mitään estoja emulaattoreilla ajamista vastaan .
ohjelmistot00735	negative,negative,positive	laatu,suorituskyky,toimivuus	Itsellä omassa 	acerin emachines	 paskassa miniläppärissä Precise Pangolin . Ei ole ollut mitään ongelmia . Edes terminaalia ole kertaakaan tarvinnut avata .
ohjelmistot01095	neutral,neutral,neutral	asiantuntemus,mielipide	Ei varmaan työntekijänä kiinnosta nuo , mutta suomalainen työnantaja voi olla kiinnostunut . Joku pikkufirman webbiportaalin väsääminen ainakin sujuu hyvin . Paljon paremmat tiedot heillä 	Djangosta	 ja näistä alustoista kuin perusyrittäjällä .
ohjelmistot01172	negative,negative	nopeus,suorituskyky	Elikkäs , Omistan kannetavan Compaq Presario CQ60 tietokoneen ja yritän pelata 	Euro Truck Simulator 2	 peliä . Ja ongelmahan on siinä että vaikka olen laittanut pelissä kaikki asetukset pienimmälle mahdolliselle tasolle , niin silti se tökkii niin paljon , ettei tee enää mieli pelata ... Joten ehdotelkaas vaikkapa jotakin sopivaa näytönohjainta/toimenpidettä millä saisin sen taas toimimaan
ohjelmistot01284	negative,neutral	nykyaikaisuus,ominaisuudet,tieto	Ei se ihan niinkään ole . Java 7 on nyt se juttu ja siinä on aika monta uutta vipua ( switch muun muassa ) . Java 5 tiedoilla ei pärjää eikä varsinkaan alle 	Java 5	.
ohjelmistot01597	negative,negative,negative,neutral	ohje,päivitys	Myy gs2 pois ja osta joku vuoden vanhempi 	cyanogenmodin	 tukema puhelin , johon on jo koodattu avoimet ajurit . Saat jatkossakin heti päivitettyä .
ohjelmistot01771	neutral,neutral,neutral	kysymys	Mitä muuten eroa oikeasti on C11 : sta ja 	C++11 : sta	 ?
ohjelmistot03293	negative	nykyaikaisuus	Ilmeeni , kun meillä koulussa käytetään Dosboxissa Turbo Pascalia ja opintomateriaalina 	Turbo Pascal	 opintomoniste 90-luvun alusta .
ohjelmistot03559	positive,positive,positive	käytettävyys,monimutkaisuus	Rust on siis periaatteessa 	C/C++	 , miinus kaksi miljoonaa tapaa ampua itseään jalkaan ?
ohjelmistot04166	neutral,negative,neutral	asennus,kysymys	Kuinka saan asennettua windows 7 : n muistitikulta , koska koneessa ei ole levyasemaa ( kirottu 	lenovo	 ) ? Muistitikun koko on 8GB ja löytyy windows 7 .iso : na Käyttöjärjestelmä tällä hetkellä on UBUNTU 12.04 LTS
ohjelmistot05376	neutral,neutral,positive	kysymys	Ja toisekseen , mikä on paras ilmainen tapa poistaa kaikki data tyhjästä tilasta , ilman että poistaa 	Windowssia	 ja tarpeellisia tiedostoja ?
ohjelmistot06524	positive,positive	käyttökelpoisuus,toimivuus,toimivuus	Miks käytät tommosta paskaa ? 	Windowsin	 defaultti riittää ihan hyvin .
ohjelmistot06691	positive,positive,positive	käytettävyys,laatu,yleinen	Windowsilla C++ kirjoittaessa MSVC lienee parhaimpia vaihtoehtoja . Linuxilla GCC tai 	Clang	 .
ohjelmistot06747	neutral,neutral,neutral,mixed	kysymys,kysymys,käytettävyys,toimivuus	Kokemuksia android devaamisesta Android Studion avulla ? AP tekemässä ekaa appiaan ja kaipaa apinaohjeita kys. ympäristön käyttöön . Kokemusta on lähinnä Qt:sta ja cpp:sta , nyt käytössä siis 	Android Studio	 ja kielenä java . Ainakin ensinäkemältä tuo tyhjäprojekti sisältää vitusti kaikkea xml-yms settiä jota on vaikea hahmottaa .
penkkiurheilu01139	negative,neutral	suoritus	Varmaan osasyy 	Barcan	 hampaattomuuteen oli Vilanovan sivussaolo . Ei tullut riittäviä lääkkeitä taktisesti kun niitä olisi tarvittu .
penkkiurheilu05402	neutral,neutral,neutral	pelaaja,sopimus	>Liverpool oikeasti teki tammikuun parhaat ostokset Zaha teki kyllä sopparin 	ManUn	 kanssa .
penkkiurheilu05835	positive,positive,positive	joukkuepelaaminen,joukkuepeli,jääkiekko,menestys,suoritus	Pitkään jo odottanut , että tämä kultapoika vaihdettaisiin pois joukkueesta . Vaihtamalla Ovyn , joukkue voisi saada paljon erittäin tärkeitä kasvoja ja alkaa jopa toimimaan menestyneenä joukkueena , kuten esimerkiksi Kings ja 	Boston	 . Nämä joukkueet ovat todistaneet , kuinka tärkeää joukkuepelaaminen tälläkin liigatasolla on , sitäpaitsi kummallakaan ei ole hyökkäyspäässä Ovyn kaltaista huipputaituria .
penkkiurheilu08122	positive,positive,mixed	suoritus,vedonlyönti,vedonlyönti,voitto	Kiitos Inter ja Sirbiladze . 80e askeleen lähempänä , nyt vain toivotaan että 	Chelsea	 hoitaa homman kotiin eikä puppeloi Jaron tapaan .
penkkiurheilu11835	neutral,neutral,neutral	analyysi	Otatko yhtään varma putoaja - kommenttejasi takaisin ? 17. sija on vain pisteen päässä ja nyt on kolmessa peräkkäisessä pelissä Sunderland näyttänyt paljon taistelutahtoa . Etenkin vielä Johnsonin hyvä vire ja Fletcherin kuntoutuminen . Mannone kanssa teki nipun hyviä torjuntoja 	Southamptonia	 vastaan .
penkkiurheilu17969	positive,positive,positive,positive	sympaattisuus,sympaattisuus,sympaattisuus,tunne	Lotus vaikuttaa aika sympaattiselta tiimiltä verrattuna 	Ferrariin	 . Harmi että hommat meni kuin meni
penkkiurheilu19626	positive,neutral,positive	kannatus,pelaajat,toivo,yleinen	Kaikki merkit kyllä viittaisi siihen että 	Kärpille	 vielä sentteri leivotaan ( uusiksi ) , huolettaa tosin tuo huippu-urheilijalle erittäin pitkä tauko Liigapeleissä . Mutta mistä sitä tietää kuinka kovaa on syksy treenattu , toivotaan parasta !
politiikka00502	negative	mielipide	Se saatanan EK pitäis ajaa alas niin 	SAK : kin	 menis samalla jolloinka päästäis yrityskohtaisiin palkkaratkaisuihin
politiikka05599	neutral,negative	arvio,suosio	Mites noi demarit ? Ja työväki äänestää lähestulkoon mitä tahansa puoluetta , jopa 	Kokoomusta	
politiikka06194	negative,mixed,negative,neutral	ongelma,reiluus,valtuutetut	Jos perussuomalaisten varavaltuutetut ovat ongelma , niin ovat myös yksittäiset 	vihreiden	 valtuutetut .
politiikka14068	negative,neutral	kannatus,laumasieluisuus	Niin , uskon kyllä että 	Greenpeacea	 ( tai mitä tahansa muuta ryhmää ) sokeasti fanittaville tyypeille se on vaikeaa .
politiikka20801	neutral,negative,negative,neutral	kuntoisuus,suosio	... ja jos vanhat merkit pitävät paikkaansa niin 	Persujen	 kannatus vaalipäivänä on gallup-lukemista huolimatta vain noin 12% . Viime euro- ja kuntavaaleissa PS:lle taidettiin ennustaa n. 16-17% lukemia , mutta ei se ihan niin mennytkään .
ruokajajuoma02916	positive,positive,positive,neutral	hinta,hinta,merkki,ohje	UK Amazonista lähtee 8 punnalla 30 pakettia 	YumYumeja	 . Ei postikulujakaan jos 20 punnalla tilaa eli kait tuossa vähän säästää . Halvahkolla lähtee myös muita merkkejä .
ruokajajuoma03374	positive,positive,positive,positive	maku,maku,soveltuvuus	Soijasuikaleita on itse tullut vedettyä kanan korvikkeena . 	Quorn	 on myös hyvä , enemmän ehkä jauhelihan korvikkeena , mutta eineksiin en kyllä itse koskisi .
ruokajajuoma05293	positive,positive,positive	hinta,hinta,maku,maku,maku	Tosiaan taisi käydä itsellänikin moka , Solero 23 on itselläni ollut se yleisin . 	Angosturan 1919	 itselläni hyllyssä myös , erittäin mukava siemailla . Virosta haettuna ei hintakaan ole paha , 26€ tms taisi olla .
ruokajajuoma05650	negative,negative,negative	maku,maku,maku,vahvu	Tässä kolmas hyvä salmiakkijauhe . Olen maistanut tuota 	Kallea	 , mutta oli melko vaisua tavaraa .
ruokajajuoma07061	negative,negative,negative	laatu,maku,maku,suosio		King kebab	 yliarvostetuin ravintola koko kaupungissa . Ihan sitä samaa paskaa siellä on niin kuin kaikkialla muuallakin .
ruokajajuoma07756	negative,negative,negative,negative	laatu,maku,maku,maku,maku	Harmi vaan kun nuo 	Pyynikin	 oluet on aika mitäänsanomattomia . Ei viitsi tuollasia keskinkertaisuuksia tilailla hirveitä määriä .
talous00517	neutral,neutral,neutral,neutral,neutral	alusta,neuv,tieto	Oma koskeen rakennettu pieni vesivoimala ja paljon maata ja metsää varmasti tulevaisuudessa hyödyllistä . En tiedä minkälaisia lupia tuollaisen vesivoimalan rakentaminen vaatii , mutta muistaakseni jollakin suomalaisella on oma sellainen ja videoitakin löytyy 	Youtubesta	 .
talous00931	positive,neutral,positive	kuntoisuus,kysymys,sijoitus,sijoutuskohde	Maltillisia voittoja ap kotiuttanut , mutta parempihan se kun ei mitään . Itse harrastan holdia , eikä kassani ole ihan vielä edes viisinumeroisissa luvuissa , mutta kesän lopulla ollaan jo siellä . Harrastus mielessä itse sijoittelen . Nokiaa , Talvivaaraa , Fortum , 	Sampo	 . Tuossa pari esimerkkiä salkusta , lisäksi vähän on kiinni Venäjän ja Intian rahastoissa .
talous01950	neutral,unclear	alusta,neuvo	Kaveri diilaa nuuskaa . Pari kertaa vuodessa hakee jollain 3000-5000€ nuuskaa ruotsista ja myy töissä ainakin ihan avoimesti . 	Facebookissa	 on seinällä ilmoitusta että on nuuskaa tarjoilla . Kuukaudessa menee yleensä kaikki ja sillä kuulemma tuplaa alkusijoituksensa kevyesti . Helppoa rahaa .
talous03078	negative,negative,negative	ohje,päätöksenteko,päätös,tuottavuus,yritystoiminta	Tosin Nokia pisti tuotekehityksen myös leikkurin läpi . Kun patentit raukeavat , 	Nokia	 ei tee enää millään voitta . Osingot ei montaa vuotta lämmitä jos ei ole lisätuottoa näkyvissä muulla kuin toimintoja myymällä . Paska lafka , en osta . Jos omistaisin niin holdaisin jokusen vuoden ja myisin vessapaperina pois .
talous03326	neutral,positive,neutral	esimerkki,menestys	Siis mikä ihmeen juttu tää on olevinaan kun kaikki selittää että tarvii olla tunnettu kehittäjä että voi menestyä ? Mieti nyt jotain 	Roviotakin	 , ketään ei kiinnostanut varmaan pätkääkään ne pelit mitä ne teki ennen Angry birdsiä .
talous04000	neutral,unclear	ennuste	Paypal ei tule eroamaan 	Ebaysta	 vielä pitkään aikaan jos koskaan .
talous04436	positive,neutral,positive	sijoitus,sijoituskohde	Viime aikoina nostanut taloudellisia näkymiään huomattavasti , eikä ole kauaakaan kun yritys teki tappiota yli 10% per osake . Suurimpana syynä kehitykseen autojen älykkyyden lisääntyminen . Mielestäni osake on kuitenkin saavuttanut jo huippunsa , joten enää sitä ei kannata tankata . Tällä hetkellä minun top 3 keskipitkällä aikavälillä on Nokia , Nokian Renkaat ja 	Cargotec	 .
talous04468	neutral,neutral,neutral,neutral	kysymys,yleinen	Kannattaisiko myydä 	Seadrillin	 osakkeet nyt vielä kun voi ? Luin äskettäin , että öljyn hinta tulisi laskemaan rajusti ensi vuonna
talous04568	positive,neutral,positive	hinta,hinta,ilmainen,palvelu,tarjonta	Kannattaa laittaa vaikka 	nordnetin	 ilmaiseen indeksirahastoon , saat hajautuksen 25 : lle osakkeelle ja täysin ilmaiseksi .
ajoneuvot00314	negative,unclear,positive,neutral	kone,laatu,suorituskyky		SMC : thän	 on LC4 koneisia , aikamoisia matkalehmiä siis .
ajoneuvot01552	neutral,neutral	yleinen	Eikös kaikki premiumit ole aikalailla ajamista varten ? Kerääkö bemari 	mersuun	 verrattuna enemmän kilometrejä , vai toisinpäin ? Ja mitenköhän on mersun kolarit ?
ajoneuvot01560	negative,negative,negative	ajettavuus,laatu,mielipide	Joo 	bemarithan	 on kaikista paskimpia autoja ajaa . En kyllä yhtään epäilisi , jos sinä olisit kuvassa
ajoneuvot03163	negative,negative,negative,negative	informointi,laatu,suoritusteho,tehokkuus		BMW : n	 tehot on ilmoitettu ihan saatanasti yläkanttiin .
ajoneuvot04234	positive,positive	ajettavuus,ajotuntuma	Et ole ilmeisesti ikinä ajanut 	205 GTI : tä	 . Mahdut sillä ruutuun kun käyt keskustassa Alkossa ja tämän jälkeen voit ajaa sillä böndelle ja nauttia ajastasi . Valehtelematta hauskimpia autoja ajaa .
ajoneuvot05658	positive		Ok , Stratoksen 	Ferrari V6	 on aika hyvänkuulonen kanssa .
ajoneuvot05764	mixed,negative,negative	laatu,laatu,laatu,ulkonäk	Ei kyllä E60 pärjää laadussa tai sisustaltaan audille tai mersulle . Jos taasen katsotaan autojen ulkonäköä , niin siinä mielestäni bemari vie mersun , mutta näyttää se vanhemmalle mitä 	Audi	 . Tämä tosin johtuu siitä , että audi ei ole päivittänyt uusia mallejaan niin paljon mitä muut .
ajoneuvot08786	negative,neutral,neutral	laatu,laatu	Ethän sä osaa ees kirjottaa oikein , niin syö vähän tota sun uskottavuutta . Jos nyt ihan ensiksi kertoisit että miksi 	Karma	 on paska auto ?
ajoneuvot08879	mixed,mixed,negative	a,hinta,hinta/laatu-suhde,monikäyttöisyys,vertailu	Ei mäcissä vikaa ole , mutta monivarsi on parempi . 	Mäcci	 on kustannustehokas kompromissi . Monivarsi voidaan kustomoida paremmin eri automalleihin , mäcciä ei .
ajoneuvot09729	negative,unclear,neutral,neutral		Okei ruma , mutta olisi varmaan menekkiä ollut . Saab oli / on aika outo pulju . 80 - ja 90 - luvuilla ei ollut diesel - , farmari - tai nelivetomalleja ollenkaan . Kaiken kruunasi että ysärin lopussa Saabeista alettiin tekemään 	Opeleita	 .
ajoneuvot09829	positive,positive,unclear,positive,positive	akku,kestävyys,käytettävyys,laatu,yleinen	Tuosta listasta puuttuu oikeasti paras puhelin . 	Xperia Z3 Compact	 . Ollu nyt pari päivää käytössä ja pirun hyvä . Akku kestää kovallakin käytöllä lähes kaksi päivää ilman virransäästöjä .
ajoneuvot14687	negative,neutral,positive	arvo,laatu	Mersu tietenkin . Onhan se huomattavasti arvokkaampi auto . Kummallakaan en tekisi yhtään mitään ja tuonkaltaiset autot ei kiinnosta , joten myisin auton välittömästi ja ostaisin jonkun mielekkäämmän valinnan . Tavallinen S - sarjan coupen tai 	A5 - audin	 voisin jopa pitääkin , nuo RS - AMG - yms mallit ei herätä juurikaan omistamisen haluja . Ei sen puoleen että nuo olisi keskenään kovin vertailukelpoinen pari , edustavat hieman eri autoluokkia
ajoneuvot15647	neutral,neutral,negative	hinta,hinta,hinta	no tohon volvoon ja volkkariin saa ifilta osakaskon halvemmalla kun pelkän liikennevakuutukseen , mutta 	mersussa	 se olis 150 € kalliimpi
harrastukset00253	neutral,positive,neutral	taistelulajit	Sparria täyskontakttilla jonkun verran . Riippuu tietenkin vyöasteesta . Itselläni keltainen vyö ( jonka saa yleensä peruskurssin jälkeen ) ja meillä ollut jo jonkin verran kevyttä sparria . On mahdollista kisata . 	BBJ : n	 kanssa samoja tekniikoita matossa löytyy . Ainoa ääni mikä kuuluu on uloshengitys lyödessä/potkiessa .
harrastukset01076	negative		Ja onhan noita iäkkäämpien herrojen jäävuoroja missä vaan pelataan höntsää sekoitetuilla jengeillä . Noihin 	A-Junnuihin	 ei varmaan enää 19v iässä ilman minkäänlaista kokemusta oteta ketään .
harrastukset01109	negative	laatu	Mikäli harrastat paljon powerslidejen tekemistä niin Bonesit . 	Spitfiren	 renkaisiin tulee aivan helvetin helposti flätspotteja .
harrastukset01350	positive,positive,positive	laatu,valinta	Itse kattelin tuommoista ensifiksiksi , mutta päädyin lopulta ostamaan 	Fuji track classicin	 ja olen tyytyväinen valintaani . Älä osta .
harrastukset01375	negative,positive,positive	laatu,yleiskuva	Ei saatana , oli kyllä lapsuuden kovin joulu/synttärilahja heti 	SNES:in	 jälkeen tuollainen Rc-auto . Hajosi nopeasti piharalleissa mutta oli täyttä voittoa . never 4get
harrastukset01453	positive,positive	käytettävyys	ihan kiva lauta päädyin hankkimaan 	loadedin vanguard longboardin	 vaikka Helsingissä liikun mutta kyllä lonkuillakin pärjää ihan hyvin urbaanissa ympäristössä
masiinat00076	neutral,neutral,neutral,neutral		No kyllä se taitaa sitten olla mahdotonta vaihtaa se kosketuspaneeli erikseen , näin olen lukenut nyt muualtakin . Miksi ihmeessä niitä sitten on koko ebay täynnä ? Periaatteessa samanlainen systeemi on esim. Galaxy S4 : ssä , mutta siihe löytyy kyllä jotain pelkän lasin vaihto-ohjeita , en sitten tiedä toimisiko 	lumiaan	 .
masiinat00082	mixed,mixed,unclear,unclear	käyttöjärjestelmä,tietokone	Mikä HP ? Itsellä tollanen omnibook xe4500 kanssa 1400x1050 näytöllä ahkerassa käytössä ja vehje jo varmaan 10 vuotias . Löytyy myös Thinkpadeja parikin , T40 joka kylläkin bugailee kaikennäköistä muistiensa kanssa ja T42 joka kyllä pelaa kuin junan vessa mutta Ati FireGL korventaa reidet verille jos sylissä käyttelee Win7 kanssa . Muuten toki loistavia vehkeitä kaikki IBM-aikaiset 	thinkpadit	 lähes poikkeuksetta sekä tiettyyn rajaan asti Lenovo-merkillä olevat T- ja X-series .
masiinat00108	positive,positive		Mulla oli joskus joku vanha 	Thinkpad	 , Tykkäsin ihan helvetisti . Pitää kylla ostaa joskus .
masiinat00691	positive,positive,positive,positive	laa,laatu,laatu	Siinä on vaan se ero että 	ThinkPad	 on oikeasti parempi kuin kilpailijansa .
masiinat01503	negative,negative,negative,negative	kysymys,käytettävyys,monipuolisuus,toimivuus	Miksi ihmeessä kukaan edes käyttää 	whatsappia	 kun androidin mukana tulee Hangouts joka toimii myös pc:llä ja tukee videopuheluitakin .
masiinat01807	negative,neutral,neutral,mixed	käyttö,varustetaso	Se on ihan erin näköinen kuin HTC : n Sense käyttöliittymä . Ja puhelimesta ei löydy kuin esiasennetut appsit ja asetukset on nollatu . Eli et ole asentanut sitä 	Cyanegenmodia	 .
masiinat01897	neutral,neutral,neutral	asennus	Itse olen huomannut että harvoin nuo tikut toimivat järkevästi 	linuxin	 asentamiseen , joten osta pari CD-RW levyä ja polta niille .
masiinat02470	positive,positive,neutral,positive,positive	hinta,hinta,hinta-laatusuhde,hinta/laatu-suhde,hinta/laatu-suhde,laatu,laatu,yleiskuva	Onko kenelläkään kokemusta 	Kindle fire	 tableteista ? Kaikin puolin vaikuttaisi hyvältä laitteelta , jossa hyvä hinta/laatu-suhde . Onko tietoa että onko mahdollista maksaa suomalaisella luottokortilla maksullisia sovelluksia ?
masiinat02516	neutral,neutral,neutral	facebook,kysymys,viestit	miten tuo FB tili liitetään viesteihin ? Minulla on kyllä 	facebook	 tili lisättynä tuolla email+accounts mutta mitään viestejä ei ole tullut näkyviin . t . AP koulusta
masiinat02790	negative,negative,mixed	helppous,oikeellisuus		Youtubesta	 löytyy aika palikoille olevia ohjeita , mutta suosittelen lukemaan taustatietoa mahdollisten virheiden välttämiseksi .
masiinat03501	negative	laatu	Nyymit hoi ! Tarvitsisin hieman apua . Koneen virkaa on noin vuoden ajan suorittanut 	Acer aspire v3-771g i7-3632qm	 . Muutama päivä sitten osa näppäimistä ( enter , backspace , nuolinäppäimet yms. ) yhtäkkiä lopetti toimintansa . En tiedä miksi näin tapahtui . Näppäimille ei ole kaatunut ikinä mitään ja ne vaikuttavat muuten hyväkuntoisilta . Osaatteko sanoa miten mahdollisen vian voi korjata ja mikä on sen aiheuttaja .
masiinat03876	neutral,neutral,neutral,neutral,neutral		Oma tietokoneeni olisi menossa myyntiin ja se pitäisi alustaa silleen , että kuitenkin käyttöjärjestelmä jäisi sinne . Kyseessä on siis hp 	dv6-3138eo	 . Auttakaa , miten teen sen ?
masiinat04019	neutral,neutral,neutral,neutral	yleinen	Juuh elikkäs , itsellä on käytössä 	lumia 710	. Olen liittänyt marketplaceen vanhan sähköpostiosoitteen , enkä muista siihen salasanaa , eikä ole mahdollista saada siihen uutta . Joten en voi päivittää tai ladata sovelluksia , koska sehän vaatii kirjautumista . Onko kenelläkään tietoa , että poistaako oletusasetusten palauttaminen kaikki tallennetut sähköpostiosoitteet yms.
masiinat04071	neutral,neutral,neutral,neutral		Meneekö kone valmiustilaan ? 	Ubuntu Server	 ei kyllä perusasetuksilla pitäisi mennä . Veikkaisin verkkokorttia tai sen ajureita . Jos ei muuta , niin koita asentaa vaan puhtaalta pöydältä käyttis uusiksi .
masiinat04521	negative,negative,positive,negative	it,prosessori,prosessori,suorituskyky,suorituskyky,suorituskyky	Yhden säikeen suorituskyky Intelin uusissa prossuissa 	Q6600	 verrattuna on noin 2-3 kertainen . Kyllä tuo prossu alkaa peleissä olemaan jo pahasti olemaan vanhentunut .
masiinat04759	neutral,positive	sopivuus	Itselläni oli ennen 	MS Sidewinder X6	 , josta sai numpädin pois , ja se sopi täydellisesti 15 , 4 läppärini oman näppiksen päälle . Tuollaista mattoa en itse ainakaan haluaisi , kirjoutustuntuma on erittäin huono .
masiinat06130	negative,negative,negative	ominaisuudet,yhteensopivuus	Unohdit mainita että 	chromiumista	 puuttuu tuki kaikille ei-opensource-jutuille , kuten sellaiset pikkujutut kuin mp3 ja mp4 toisto .
masiinat06804	negative,neutral,neutral,neutral		Jokin 	Intelin	 hallintaohjelma voisi kertoa tarkemmin mistä vikaa pitää etsiä . Toinen tapa : asenna 8.1 takaisin ja tee siitä seiskan näköinen , kone toimii eikä tunnu kamalalle .
masiinat07105	positive,positive,positive	it,nopeus,nopeus	Osta 	SSD	 ja nauti alle 5sek käynnistysajoista . Sitten ei tarvitse horrostiloja harrastaa .
musiikki01277	positive,positive,positive,positive	laatu	Bumppaillaan suomalaisella laadulla . Kerran olen nähnyt tämän 	Large Amount of Soul : n	 livenä , ja pidin ihan helvetisti .
musiikki01288	mixed,positive,positive,positive	ikä,laatu,yleinen,yleinen	Ilman muuta , itseasiassa laitoin kyseisen biisin soimaan sekunti ennen laudan avaamista . Tuntuu , että 	Swans	 vain paranee vanhetessaan . Michael Gira on kyllä aikamme musiikkineroja . Saisivat pyörähtää suomessa joskus .
musiikki02108	positive,positive		On tuttu , jännästi iskee kyllä vaikken sitä kenellekään ääneen halua myöntää . 	Megitsune	 oli pirun kova .
musiikki02861	mixed,positive,positive,positive	hinta,kestävyys,kuulokkeet	Osta joko Koss The Plug / Spark Plug tai Creative EP-630. Ite tykkään noista kosseista ja on kestäny paremmin ku napit yleensä . Kaikki ei vaan tykkää noista ton vaahtomuovisydeemin takia . Sillon noi 	Creativet	 tulee oleen sulle pomminvarma valinta . Ei napeista kannata maksaa enempää ku 30 euroa . Tollaset 20 euron hyvät napit kun ostaa nii niissä on yleensä 1 vuoden takuu nii käy sit vaa hakemassa uudet kaupasta kun menee paskaks .
musiikki03058	negative,negative	laatu	Sit on toi 	Linux Multimedia Studio	 joka on ilmanen . Vaikuttaa kyl aika paskalta .
musiikki03957	negative,mixed,mixed		Jep . En ole ihan varma mitä itse odotin . Olin tuon 	Sä et tuu enää takaisin koskaan	 rallin kuullut ennenkin , ja se on varmaan EP : n paras . Täytyy kyllä myöntää nyt EP : n muutamaan otteeseen kuunnelleena , että ei tämä mitään järisyttävää ole . Todella paljon toistavaa jytkettä . Sanoisin että 2 , 5/5 ja toivotaan parempaa jatkoa .
musiikki05216	positive,positive,positive,positive	yleinen	Rupesin kuuntelemaan tätä vasta tällä viikolla , on kyllä aika hyvää . Jännää , miten voi löytää uutta hyvää musaa aina vaan , ja vielä kotosuomesta . :D Tosin oma suosikki on kyllä ehkä 	Jokamies	 , koska oon synapoppiukkeli enempi .
ohjelmistot00252	neutral,positive,positive	hinta,kokemus	Kannattaa nyt ainaki se 	microsoft security essentials	 asentaa . Eli lyhyesti : Windowsin oma muuri ja MSE on kaikki mitä tarvit . Ilmaisia myös .
ohjelmistot01879	negative,neutral,negative,mixed	ominaisuudet,ominaisuus	Mutta onko 	Coffeescriptissä	 mitään sellaista niin järisyttävää uutta jota JS ei tarjoaisi . Kuulostaa hieman hipsteriprojektilta jonka käytännön hyödyt jäävät vähäisiksi . Matalaa tason koodia tuskin kukaan haluaa pyörittää selaimissa missään muussa muodossa kuin plugareissa . Kyllä se pitää olla virtuaalikone ja tulkki missä homma skulaa .
ohjelmistot02080	positive,unclear		Us-ko-ma-ton-ta , miten tämä ei ole tullut itselleni mieleen ? Olen itse käyttänyt LibreOfficea jo pitkään , mutta Word on opiskelupiireissä huomattavasti suositumpi eikä LO pidä 	Microsoftin	 formaateista . Tallentamalla ODF-muotoon homma toimii molempiin suuntiin ja oman osuuden teko ryhmätöistä helpottui huomattavasti . Kiitoksia tästä ! T . Ilmeisesti hitaasti käyvä teekkari
ohjelmistot02652	negative,negative,negative,negative	laatu,laatu,tietoturvallisuus,toiminta,yleinen	Pakko kommentoida itse flashia muutenkin . Se on ehkä paskin softa mikä meikäisellä on asennettuna koneessa . Se aiheuttaa 90% selaimen kaatumisista . Se sukkaa , se lagaa , se vuotaa muistia . Voi luoja miten 	Adobe	 on voinut onnistua suoltamaan pihalle noin reikäistä softaa .
ohjelmistot05703	mixed,neutral		Miksi python tai php eivät sitten ole oikeita ohjelmointikieliä ? Kieli riippuu siitä mitä haluat tehdä . Jos haluat tehdä ajurin linux kerneliin tai muita matalan tason juttuja niin C. Jos haluat ohjelmoida softaa androidille niin Java . Jos haluat koodata 	Windows	 ohjelmistoa niin vaikkapa C# jne. ..
ohjelmistot05790	mixed,positive	ohje,toimivuus	Sitten kun saat oman ohjelmasi toimimaan , olet testannut sitä sekä muut on käyttänyt ja mahdollisesti viimeistelty asennuksella + ikoneilla . Ts . teet JEE softan joka pyörii jossain ja sitä oikeasti voi käyttää ja se tekee tarkoitettua asiaa . Android ohjelma joka toimii moitteetta ja on mahdollisesti ladattavissa GooglePlaystä tai sen toiminnasta on video 	Youtubessa	 . PC desktoppi ohjelma joka edellisten mukaan tekee luvatun asian kaatuilematta eikä ole resurssi hogi .
ohjelmistot06566	neutral,neutral		Haluan koneelleni kuvan kaltaisen ilmaisen muistilappuohjelman , osaako joku suositella hyvää ja luotettavaa ? Kahlasin netissä noita jonkunverran läpi , mutta osassa varoitettiin kaikenlaisesta mukana tulevasta turhasta paskasta , viruksista ym. Käyttiksenä on 	Vista	 , mutta jostain syystä koneen oma sticky notes - ohjelma ei toimi niinkuin pitäisi .
penkkiurheilu02626	mixed,unclear,neutral,unclear,unclear		Hyvä suami kalia ja viuna :DDDDDDD 2-1 on paras ja Noge .. Mitä helvettiä 	Leijonat	 .
